"","Q","text","tokens","uncivil_dictionary","n_raters","n_uncivil","uncivil_perceptions","uncivil_coded"
"358","Q420","如果係咁以為唔洗出黑警 只要搵古惑仔就搞掂 吹風機場有古惑仔 唔好去機場啦咁危險 以後集會遊行唔洗搞 樓主意思係咪咁？","如果 係咁 以為 唔洗出 黑警 只 要搵 古惑仔 就 搞掂 吹風 機場 有 古惑仔 唔好 去機場 啦 咁 危險 以後 集會 遊行 唔洗搞 樓主 意思 係 咪咁",1,16,7,0.4375,1
"359","Q421","總之痴埋黑警到都唔會有運行黑社會 新城市 麗晶 MTR ..痴一個衰一個","總之 痴埋 黑警 到 都 唔會 有運行 黑社會 新城市 麗 晶 痴 一個 衰 一個",1,17,8,0.470588235294118,1
"360","Q422","推 拆大學 再眾籌請教授教老實講讀完大學個啲垃圾科真係唔知有乜撚用 學識走堂如果請到人真係有心教 一定有人學","推 拆 大學 再 眾籌 請教 授教 老實講 讀完 大學 個啲 垃圾 科 真係 唔知 有乜撚 用 學識 走堂 如果 請到 人 真係有心 教 一定 有人 學",1,15,8,0.533333333333333,1
"361","Q423","唔關咩一句藍店就衝 你睇下你點覆人 人哋好心答你 你jer撚住人嚟審犯咁 答你係出於好意 唔答你自己去搵前線問","唔關 咩 一句 藍 店 就 衝 你 睇下 你 點覆 人 人哋 好心 答 你 你 撚住 人嚟 審 犯 咁 答 你 係 出於 好意 唔答 你 自己 去搵 前線 問",1,16,7,0.4375,1
"362","Q424","尋日 TVB 直播見到有條撚樣著件 PRESS 背心喺新城市入面同兩條黑衣人有講有笑仲有嘢交收， 都唔知係咪收黑金","尋日 直播 見到 有條 撚樣 著 件 背心 喺 新城市 入面 同 兩條 黑衣人 有講有笑 仲 有嘢 交收 都 唔知 係咪 收黑金",1,14,7,0.5,1
"363","Q425","醒得太遲已經無感覺，最好燒到埋班仲發緊夢嘅小粉紅，順便做埋雜種嘅回血劍當幫地球減廢","醒 得 太遲 已經 無感覺 最好 燒 到 埋班 仲 發緊夢 嘅 小 粉紅 順便 做埋 雜種 嘅 回 血 劍 當 幫 地球 減廢",1,16,7,0.4375,1
"364","Q426","今年唔會再贏！500萬市民會團結將所有犯文送出立法會！跟手完成廿三條！光復香港中國人加油????","今年 唔會 再 贏 萬 市民 會 團結 將 所有 犯 文 送出 立法會 跟手 完成 廿三條 光復香港 中國人 加油",1,16,8,0.5,1
"365","Q427","屌撚樣除非唔係喺香港，佢喺DR毒針嗰page住嗰度有好多嘢我已經CAP低佢嘅喇。","屌 撚樣 除非 唔係 喺 香港 佢喺 毒針 嗰 住 嗰度 有 好多嘢 我 已經 低 佢嘅 喇",1,17,9,0.529411764705882,1
"366","Q428","林鄭月娥在競選特首期間曾表示，當年串串貢，暗示鬍鬚曾搞唔掂。乜解究自己搞到香港經濟衰退呀？又想賴落市民到？","林鄭月娥 在 競選 特首 期間 曾 表示 當年 串 串貢 暗示 鬍鬚曾 搞 唔掂 乜 解究 自己 搞到 香港 經濟 衰退 呀 又 想 賴落 市民 到",0,18,5,0.277777777777778,0
"367","Q429","你咪唔好撚禁，d泡菜佬只會愈來愈憎9中國蝗，到時d中國蝗實比人獅鳥","你 咪 唔 好撚 禁 泡菜 佬 只會 愈來愈 憎 中國 蝗 到時 中國 蝗 實 比人 獅 鳥",1,16,7,0.4375,1
"368","Q43","必須重視香港文革風氣 去咗德國打著民主自由名號周圍搞鳩香港抗爭者， 你真係好核突呀講緊你呀人血十大鬼","必須 重視 香港 文革 風氣 去咗 德國 打著 民主 自由 名號 周圍 搞鳩 香港 抗爭者 你 真係 好 核突 呀 講緊你 呀 人血 十 大 鬼",1,13,7,0.538461538461538,1
"369","Q430","其實香港人已經無回頭路行，宜家放棄就變左中國豬欄其中一個地方。不為安穩默，只為自由嗚！","其實 香港人 已經 無 回頭路 行 宜家 放棄 就 變左 中國 豬欄 其中 一個 地方 不為 安穩 默 只為 自由 嗚",0,17,7,0.411764705882353,1
"370","Q431","全香港人都跟林鄭 嫁啦 仲揾緊錢咪做住中國人先，家人一早過曬英國啦。","全香港人 都 跟 林鄭 嫁啦 仲 揾緊錢 咪 做 住 中國人 先 家人 一 早過 曬 英國 啦",0,18,5,0.277777777777778,0
"371","Q432","咁親屬係真係好可疑一出黎話係自殺既我係唔明點解你會信政府定你係五毛黎？","咁 親屬 係 真係 好 可疑 一 出黎 話係 自殺 既 我 係 唔明 點解 你 會 信 政府 定 你 係 五毛 黎",1,17,7,0.411764705882353,1
"372","Q433","唔同我明呀，但係柒婆對外講緊只夠一個月用但係我果邊好多一日一隻都只係得十日八日用你話我魚蛋論都係咁講，點解政府部門都未搞掂條街竟然會有咁多而政府就連少少安慰我地班員工都冇","唔同 我明 呀 但係 柒婆 對外 講緊 只 夠 一個月 用 但係 我 果邊 好 多一日 一隻 都 只係 得 十 日 八 日 用你 話我 魚蛋 論 都係 咁講 點解 政府 部門 都未 搞掂 條街 竟然 會有 咁多 而 政府 就連 少少 安慰 我地 班 員工 都冇",1,17,5,0.294117647058824,1
"373","Q434","登記做選民嘅只不過400幾萬，咁仲有個300萬人佢做乜鳩㗎！唔好同我講五個月以來都唔知發生左乜嘢事。呢啲人死咗佢好過啦。","登記 做 選民 嘅 只不過 幾萬 咁 仲 有個 萬 人 佢 做乜鳩 <U+35CE> 唔好 同我 講 五 個月 以來 都 唔知 發生左 乜嘢 事 呢啲人 死咗 佢 好過 啦",1,16,11,0.6875,1
"374","Q435","大陸人最鐘意成日講舉國體制 即係社會任何領域 包括你生幾多個仔 都有得集中領導 由政府管理但香港以往成功的基礎係靠自由社會/市場相反香港人係好抗拒依賴政府介入","大陸人 最鐘意 成日 講 舉國 體制 即係 社會 任何 領域 包括 你 生 幾多 個仔 都 有得 集中 領導 由 政府 管理 但 香港 以往 成功 的 基礎 係 靠 自由 社會 市場 相反 香港人 係 好 抗拒 依賴 政府 介入",0,17,4,0.235294117647059,0
"375","Q436","如果係毒果呻淫，一定話認知障礙阿伯有大陸口音，毒廢又空群而出，肯定過百板!","如果 係 毒果 呻淫 一定 話 認知障礙 阿伯 有 大陸 口音 毒 廢 又 空群而出 肯定 過百 板",0,17,10,0.588235294117647,1
"376","Q437","今年送中條例09 年重慶打黑 新疆騷亂99年消滅法輪功89年64運動79年強國恢復國際奧委會合法席位49年支國成立1919年五四運動一到9就有大事發生,咩料","今年 送 中 條例 年 重慶 打 黑 新疆 騷亂 年 消滅 法輪 功 年 運動 年 強國 恢復 國際 奧委會 合法 席位 年 支國 成立 年 五四運動 一到 就有 大事 發生 咩料",0,17,3,0.176470588235294,0
"377","Q438","連登姐姐公佈2. 除消暴動定義3. 不再追究義士4. 成立獨立調查5. 真雙普選","連登 姐姐 公佈 除 消 暴動 定義 不再 追究 義士 成立 獨立 調查 真 雙普選",0,16,2,0.125,0
"378","Q439","不要以前自己是香港人就高貴點，在外國人眼中，香港人一樣是中國人，是沒分別，也只有一些柒的香港人說說英語，染了金毛就當成自己是外國人;P;P","不要 以前 自己 是 香港人 就 高貴 點 在 外國人 眼中 香港人 一樣 是 中國人 是 沒分別 也 只有 一些 柒 的 香港人 說說 英語 染 了 金毛 就 當成 自己 是 外國人",1,13,8,0.615384615384615,1
"379","Q44","淫鄭冇話冇佢係話唔接受人講即係好似大6咁赤共都知有嘅嘢但邊個講就拉邊個關帖封號呢啲語言偽術嚟","淫 鄭 冇話 冇 佢 係話 唔接受 人 講 即係 好似 大6 咁 赤共 都知 有 嘅嘢 但 邊個 講 就 拉 邊個 關帖 封號 呢啲 語言偽術 嚟",0,14,4,0.285714285714286,1
"380","Q440","見到呢班仆街出黎反對, 咁就肯定緊急法好有用, 可以打中佢地要害:","見到 呢 班仆街 出黎 反對 咁就 肯定 緊急 法 好有用 可以 打中 佢地 要害",1,16,7,0.4375,1
"381","Q441","佢一齊走就唔會俾人分到啦，就算唔好總辭最佳時機，都齊上齊落啦，而家留低把撚咩","佢 一齊走 就 唔會 俾人 分到 啦 就算 唔好 總 辭 最佳 時機 都 齊 上 齊 落 啦 而家 留低 把 撚咩",1,16,8,0.5,1
"382","Q442","粉咗啦 唔好為咗面子 快啲派老解啦好似暴徒機場打記者咁 打七班人畜再示眾","粉 咗啦 唔好 為咗 面子 快啲 派 老解 啦 好似 暴徒 機場 打 記者 咁 打 七 班 人畜 再 示眾",1,18,9,0.5,1
"383","Q443","有新加坡土生土長親戚呢幾個月都keep住有打電話嚟問香港點 竟然話黑警cls 無屌手足仲話屋企有人當緊兵 使唔使要gear","有 新加坡 土生土長 親戚 呢 幾 個月 都 有 打電話 嚟 問 香港 點 竟然 話 黑警 無 屌 手足 仲話 屋企 有人 當 緊 兵 使唔使 要",1,14,8,0.571428571428571,1
"384","Q444","挑，依家認佢地大叫港獨只係妖言惑眾嘩眾取寵？即係9up？咁係咪比佢議員嘅話，港獨只係口號黎，最重要都係錢銀同女人？","挑 依家認 佢地 大叫 港獨 只係 妖言惑眾 嘩眾取寵 即係 咁 係咪 比佢 議員 嘅 話 港獨 只係 口號 黎 最重要 都係 錢銀 同 女人",0,18,13,0.722222222222222,1
"385","Q445","嘈話大白象既人多數係基層，跟住政棍走，佢哋根本無果種長遠目光，唔知咩係做大個餅有咩好處，唔知如果唔攪基建比人架空對將來有咩影響，呢啲井底眼前既最好係派錢比佢哋去旅行或快啲抽到公屋拎政府褔利","嘈 話 大白象 既 人 多數 係 基層 跟住 政棍 走 佢哋 根本 無 果種 長遠 目光 唔知咩 係 做 大個 餅 有咩 好處 唔知 如果 唔攪 基建 比人 架空 對 將來 有咩 影響 呢啲 井底 眼前 既 最 好係 派錢 比 佢哋 去旅行 或 快啲 抽到 公屋 拎 政府 褔利",1,17,3,0.176470588235294,1
"386","Q446","香港政府既精英10年前一早走哂，689年代既開始就係中共開始放啲冇腦既垃圾取代精英，要走好快啲走","香港政府 既 精英 年前 一早 走哂 年代 既 開始 就係 中共 開始 放啲 冇腦 既 垃圾 取代 精英 要走 好 快啲 走",0,15,6,0.4,1
"387","Q447","殺人政府！乜都入晒政府數，大耳窿追數跳樓都係！廢青即係廢青，冇得救！","殺人 政府 乜都 入晒 政府 數 大耳窿 追數 跳樓 都係 廢青 即係 廢青 冇得 救",1,18,9,0.5,1
"388","Q448","美國絕對唔係普選，亦唔係乜野民主，而係一種精英協商政治，只有白痴先以為美國係民主，其實美國開國國父從來冇自認係民主派","美國 絕對 唔係 普選 亦 唔係 乜野 民主 而係 一種 精英 協商 政治 只有 白痴 先 以為 美國 係 民主 其實 美國 開國 國父 從來 冇 自 認係 民主派",0,16,10,0.625,0
"389","Q449","黃屎黑暴體質都異於常人，通常衰左就會有絕症，17度著7件衫已經好叻叻豬","黃 屎 黑暴 體質 都 異於常人 通常 衰左 就 會有 絕症 度 著 件 衫 已經 好 叻叻豬",1,14,6,0.428571428571429,1
"390","Q45","奶到屎眼汁都流出黎都做唔到 柒到你有好心就收收皮啦, 日日出黎9up, 仲好意思講陳太, 陳太瀟灑過佢好多","奶 到 屎眼 汁 都 流 出黎 都 做唔到 柒到 你 有 好心 就 收 收皮啦 日日 出黎 仲 好意思 講 陳太 陳太 瀟灑 過 佢 好多",1,19,10,0.526315789473684,1
"391","Q450","當左派人士連一支青天白日滿地紅都包容唔到﹐憑MUG野同台灣統一。無辦法喇﹗只有靠軍隊。台灣民心不企在大陸同一位置。香港左派太過低能﹐沒有統戰台灣人的能力。","當 左派 人士 連 一 支 青天白日滿地紅 都 包容 唔到 憑 野 同 台灣 統一 無辦法 喇 只有 靠 軍隊 台灣 民心 不 企 在大陸 同一 位置 香港 左派 太過 低能 沒有 統戰 台灣人 的 能力",0,15,4,0.266666666666667,0
"392","Q451","所以繼續議會抗爭嘅意義 其實係要要話俾國際聽中共公然破壞制度選舉","所以 繼續 議會 抗爭 嘅 意義 其實 係要 要 話俾 國際 聽 中共 公然 破壞 制度 選舉",0,15,4,0.266666666666667,0
"393","Q452","中共呢招真係有料到借個痴線佬聚集地做抗爭大台引入新會員產生內鬥下一步再反向輸出文化影響大眾一石二鳥","中共 呢招 真係 有料到 借 個 痴線佬 聚集 地 做 抗爭 大 台 引入 新會員 產生 內鬥 下一步 再 反向 輸出 文化 影響 大眾 一石二鳥",0,17,4,0.235294117647059,0
"394","Q453","好似幾個月定成年前睇報紙，佢話自己係香港單位都買唔起個，突然之間又會住超級豪宅 :lol ;P ;P","好似 幾 個月 定 成 年前 睇報紙 佢話 自己 係 香港 單位 都 買唔起 個 突然 之間 又 會 住 超級 豪宅",0,17,2,0.117647058823529,0
"395","Q454","日本老人執政太多得佢同北海道口罩王子後生啲靚仔啲又打得乘機tweet文宣下話香港都有好多20，30歲區議員如果唔係dq立會都會有唔好病呀","日本 老人 執政 太 多得 佢 同 北海道 口罩 王子 後生啲 靚仔 啲 又 打得 乘機 文宣 下話 香港 都有 好多 歲 區議員 如果 唔係 立會 都 會有 唔好 病 呀",0,15,5,0.333333333333333,0
"396","Q455","事實一再證明，以鬥爭求團結，則團結存；以退讓求團結，則團結亡。香港社會唔係唔可以和解，但前提條件係止暴制亂，恢復秩序，將暴徒及縱暴政客繩之以法。","事實 一再 證明 以 鬥爭 求 團結 則 團 結存 以 退讓 求 團結 則 團結 亡 香港 社會 唔係 唔可以 和解 但 前提 條件 係 止 暴 制 亂 恢復 秩序 將 暴徒 及 縱 暴 政客 繩之以法",1,17,4,0.235294117647059,1
"397","Q456","笑死 唔好笑撚死人啦你依啲係支那狗拖人落水咋咪扮攬炒啦????????","笑死 唔 好笑 撚 死人 啦 你 依 啲 係 支那 狗 拖人 落水 咋 咪 扮 攬炒 啦",1,18,13,0.722222222222222,1
"398","Q457","啲波波球唔識用噴射火焰，建議走佬，等對手以為自己贏咗，然後埋身打尻個訓練員","啲 波 波 球 唔識用 噴射 火焰 建議 走佬 等 對手 以為 自己 贏咗 然後 埋身 打 尻 個 訓練員",1,15,8,0.533333333333333,1
"399","Q458","推 左膠我屌你老母 除左識鳩up扮聖人 要其他人幫你爭取埋 而自己咪鳩實事都唔做 有成果既時候你就唔介意分享成果 就係你呢d垃圾 收皮喇","推 左膠 我 屌你老母 除左 識 鳩up 扮 聖人 要 其他人 幫 你 爭取 埋 而 自己 咪 鳩 實事 都 唔做 有 成果 既 時候 你 就 唔介意 分享 成果 就係 你 呢 垃圾 收皮 喇",1,14,8,0.571428571428571,1
"400","Q459","我只知班曱甴從來冇針對地產佬. 反而董生及CY要針對地產就係犯民玩番轉頭, 地產佬田25仲係佢嗰邊人, 所以你咪扮嘢啦, 曱甴先係地產派的人","我 只 知 班 曱甴 從來 冇 針對 地產佬 反而 董生 及 要 針對 地產 就係 犯民 玩 番轉頭 地產佬 田 仲係 佢 嗰邊 人 所以 你 咪 扮嘢啦 曱甴 先係 地產 派 的 人",1,17,11,0.647058823529412,1
"401","Q46","運金多過運車啦鄧狗收到咁多架裝甲車,仲唔大無私樣渣黎渣去晒權力咩","運 金 多過 運 車 啦 鄧 狗 收到 咁 多架 裝甲車 仲 唔大 無私 樣 渣 黎 渣 去晒 權力 咩",1,11,6,0.545454545454545,1
"402","Q460","喂屌你老母班無腦藍絲仲唔成隻癲狗咁出黎話海關拘捕警犬？呀sir madam辛苦喇！係咪同海關講呀","喂 屌你老母 班 無腦 藍絲 仲唔 成隻 癲狗 咁 出黎 話 海關 拘捕 警犬 呀 辛苦 喇 係咪 同 海關 講 呀",1,18,11,0.611111111111111,1
"403","Q461","咁樣以前有關地名嘅名稱全部改晒佢啦，白痴！Chinese Virus, CCP Virus, Wuhan Virus....任佢揀....","咁樣 以前 有關 地名 嘅 名稱 全部 改晒 佢 啦 白痴 任 佢 揀",0,18,7,0.388888888888889,0
"404","Q462","NMSL唔知鬧得邊個 又唔知帶邊個方向好 一陣又戰狼 一陣又軟皮蛇屌你老母 五毛都咁難賺","唔知 鬧 得 邊個 又 唔知 帶 邊個 方 向好 一陣 又 戰 狼 一陣 又 軟皮蛇 屌你老母 五毛 都 咁難 賺",1,17,7,0.411764705882353,1
"405","Q463","香港是自由社會，下下叫政府出面說明什麼？公共交通行業3年駕駛經驗都算少了，一大班條命系佢手上，重要改為一年D新牌。呢D議員真弱智！","香港 是 自由 社會 下下 叫 政府 出面 說明 什麼 公共交通 行業 年 駕駛經驗 都算 少 了 一大班 條命 系佢 手上 重要 改為 一年 新牌 呢 議員 真 弱智",1,18,5,0.277777777777778,1
"406","Q464","我絕對唔買黃店,睇下沙嗲牛肉麵個間有好多曱甴排隊做假,打死我都唔食重要排一個鐘,貼錢買難受;P","我 絕對 唔買 黃 店 睇下 沙嗲牛 肉 麵 個 間 有 好多 曱甴 排隊 做假 打死 我 都唔食 重要 排 一個 鐘 貼錢 買 難受",1,17,10,0.588235294117647,1
"407","Q465","音音姐佢地唔屈佢比左小小面姐，毒系傳媒一向99單抹黑，報一單半單野交下貨，正常人唔會咁易比黎黑金呃到:","音 音 姐 佢地 唔 屈 佢 比左 小小 面 姐 毒 系 傳媒 一向 單 抹黑 報 一單半單 野 交下 貨 正常人 唔會 咁易 比 黎 黑金 呃到",0,17,8,0.470588235294118,0
"408","Q466","老美都想，但係讀寫障礙都可以入哈佛就似乎搞笑D囉...最衰哈佛冇料理農務系，唔係可能岩條痴瘋讀...:lol;P:","老美 都想 但係 讀 寫 障礙 都 可以 入 哈佛 就 似乎 搞笑 囉 最衰 哈佛 冇 料理 農務 系 唔係 可能 岩 條 痴瘋 讀",1,16,10,0.625,1
"409","Q467","原來你老母又唔識飛又唔識走㗎？咪者係殘廢？你有無事？你老豆屌殘疾人士係咩feel","原來 你 老母 又 唔 識飛 又 唔識 走 <U+35CE> 咪 者 係 殘廢 你 有 無事 你 老豆 屌 殘疾 人士 係咩",1,17,9,0.529411764705882,1
"410","Q468","因為成個12月都一大班人沖出黎話靜咗運動已完再屌鳩和理非無撚柒用再屌鳩所有人係休息撚","因為 成個 月 都 一大班人 沖 出黎 話 靜 咗 運動 已完 再 屌鳩 和 理非 無 撚 柒 用 再 屌鳩 所有人 係 休息 撚",1,16,8,0.5,1
"411","Q469","佢鳩噏啦！有條??妹拍完喱騷幾仟蚊糧都拖，重話條??妹好同記者講，咁嘅乞兒邊個想幫佢做嘢？","佢 鳩噏 啦 有條 妹 拍 完 喱 騷 幾 仟 蚊 糧 都 拖 重話 條 妹 好 同 記者 講 咁嘅 乞兒 邊個 想 幫佢 做嘢",1,18,10,0.555555555555556,1
"412","Q47",": 無辦法啦,班死蝗蟲湧落嚟咪做D偷、呃、拐、騙嘅嘢囉,攞咗身分證就話叫香港人喎,拜蝗蟲所賜啦，不過,比起大陸就差好遠,遲D唔敢講。","無辦法 啦 班 死 蝗蟲 湧 落嚟 咪 做 偷 呃 拐 騙 嘅嘢 囉 攞咗 身分證 就話 叫 香港人 喎 拜 蝗蟲 所賜 啦 不過 比起 大陸 就 差好遠 遲d 唔敢講",1,16,6,0.375,1
"413","Q470","黃絲有獨立思考能力，這些涉及主觀判斷的問題，可能出現不同意見，正常。請問藍絲的答案是不是統一無矛盾的呢？","黃絲 有 獨立 思考 能力 這些 涉及 主觀 判斷 的 問題 可能 出現 不同 意見 正常 請問 藍絲 的 答案 是 不是 統一 無矛盾 的呢",0,17,1,0.0588235294117647,0
"414","Q471","維護人之常情，但事實校長睇完都話未知乜人做 :但邊個做又點，私事一件，呢到五毛都日日叫人去死，咁係咪要BLOCK 香討? :","維護 人之常情 但 事實 校長 睇完 都話 未知 乜人 做 但 邊個 做 又點 私事 一 件 呢到 五毛 都 日日 叫人 去死 咁 係咪 要 香討",1,16,6,0.375,1
"415","Q472","目無法紀，吹雞班馬入元朗行兇，拉哂班曱甴畜牲打靶:victory:：df24：","目無法紀 吹雞 班馬 入 元朗 行兇 拉 哂 班 曱甴 畜牲 打靶",1,16,13,0.8125,1
"416","Q473","C HING,我就係一邊聽HIP HOP一邊溫書!宜家上黎吹下水!","我 就係 一邊 聽 一邊 溫書 宜家 上黎 吹下水",0,17,2,0.117647058823529,0
"417","Q474","後生仔有返工 = 應該食炒價口罩廢老無所事事落公園論政 = 好撚有需要","後生仔 有 返工 應該 食炒價 口罩 廢老 無所事事 落公園 論政 好撚 有需要",1,15,10,0.666666666666667,1
"418","Q475","The answer is yes ?咁外傭仲要比一大筆中介費去擁抱法西斯, 係佢地變態定你攪錯左?","咁 外傭 仲要 比 一大筆 中介費 去 擁抱 法西斯 係 佢地 變態 定 你 攪 錯左",0,16,2,0.125,0
"419","Q476","共和黨Solomon Yue不會在17/9出席美國國會的香港問題聽證會（我有朋友都fact checked左）係我之前誤會左佢, sorry","共和黨 不會 在 出席 美國 國會 的 香港 問題 聽證會 我 有 朋友 都 左 係 我 之前 誤會 左 佢",0,17,3,0.176470588235294,0
"420","Q477","五毛先至會黑白不分，因為衰格。入得議會都算半個人，個格衰極都比唔上五毛，除咗果幾條姓割姓鼠姓完女。","五毛 先 至會 黑白不分 因為 衰格 入得 議會 都算 半 個人 個 格 衰極 都 比唔上 五毛 除咗 果 幾條 姓 割 姓 鼠 姓 完 女",1,17,9,0.529411764705882,1
"421","Q478","甘藍絲開口話佔中學生係廢青，你又點解釋？甘吾通佔中嘅人吾係人？藍絲有幾好人？請回答","甘 藍絲 開 口話 佔 中學生 係 廢青 你 又點 解釋 甘 吾通 佔中 嘅 人 吾係 人 藍絲 有 幾 好人 請 回答",1,17,6,0.352941176470588,1
"422","Q479","game 區，如果唔係新game  9成有置頂post ( 餘下一成就online game ，但官網會有新手教學 )多數都會有攻略，說明書都會教下你點控制角色，除非你玩開心版","區 如果 唔係 新 成 有 置頂 餘下 一 成就 但 官網 會有 新手 教學 多數 都 會有 攻略 說明書 都會 教下 你 點 控制 角色 除 非你 玩 開心 版",0,16,2,0.125,0
"423","Q48","屌佢老母啦  德國扣押人地d貨添呀  一蚊都唔撚比呀  全歐洲第一個國家咁撚樣做添呀  有冇人屌過德國呀？","屌佢老母 啦 德國 扣押 人地 貨 添呀 一蚊 都 唔撚 比 呀 全 歐洲 第一個 國家 咁 撚樣 做 添呀 有冇人 屌 過 德國 呀",1,15,9,0.6,1
"424","Q480","支持警方用國際標準，唔係，應該用尾蟈標準對付呢啲一啲都唔無辜嘅暴徒","支持 警方 用 國際 標準 唔係 應該 用尾 蟈 標準 對付 呢啲 一啲 都 唔 無辜 嘅 暴徒",1,18,10,0.555555555555556,1
"425","Q481","自撚私，唔該你對加國俾返d貢獻啦。正一兒登仔，有樓真係唔代表乜，唔通我有要同人講垃圾人格","自 撚 私 唔該 你 對 加國 俾返 貢獻 啦 正一 兒 登 仔 有樓 真係 唔代表 乜 唔通 我 有 要 同人 講 垃圾 人格",1,14,8,0.571428571428571,1
"426","Q482","我就咁諗 認唔到警員冇問題咁就告指揮官 指揮官縱容下屬行兇就姐係主謀唔關事就你督返個細嘅岀嚟話佢唔聽你講屌 講咁多做乜鳩呀 一日未贏一日都十劃未有一撇呀","我 就 咁諗 認 唔到 警員 冇問題 咁就 告 指揮官 指揮官 縱容 下屬 行兇 就 姐係 主謀 唔關事 就 你 督 返 個 細 嘅 岀嚟 話 佢 唔聽 你 講 屌 講咁多 做乜鳩 呀 一日 未 贏 一日 都 十 劃 未有 一 撇 呀",1,17,6,0.352941176470588,1
"427","Q483","最低消費：送popo/藍議員/藍官員入垃圾桶先啦揸鏟泥車碌popo呢啲應該咁善良既香港人唔會做就算了吧","最低消費 送 藍 議員 藍 官員 入 垃圾桶 先啦 揸 鏟 泥車 碌 呢啲 應該咁 善良 既 香港人 唔會 做就 算了吧",1,18,6,0.333333333333333,1
"428","Q484","大安旨意心態;前面都無事未走，驚閪咩;既食花生撚每次發夢都一大班，跟手要走就會慢幾拍頂住前面走唔甩","大安旨意 心態 前面 都 無事 未 走 驚閪咩 既 食花生 撚 每次 發夢 都 一大班 跟手 要走 就會 慢幾拍 頂住 前面 走唔甩",1,18,8,0.444444444444444,1
"429","Q485","我地係要打主堡同攻塔 唔係打小兵 班小兵阻頭阻勢 過街老鼠 唔好撚再理佢地","我地 係要 打主 堡 同 攻 塔 唔係 打 小兵 班 小兵 阻頭阻勢 過街老鼠 唔 好撚 再 理 佢地",1,17,9,0.529411764705882,1
